;('Import_Oil_m', 'Oil_fuel_m');('Import_Synthetic_fuel_m', 'Oil_fuel_m');('Oil_fuel_m', 'Material_demand_Oil_m');('Oil_fuel_m', 'Mobility_demand_total_m');('Oil_fuel_m', 'Oil_demand_total_m');('Oil_fuel_m', 'excess_b_oil_fuel_m');('PtL_m', 'Oil_fuel_m')
;flow;flow;flow;flow;flow;flow;flow
2030-05-23 08:00:00;579,5;0,0;25,45;519,15;34,91;0,0;0,0
2030-05-23 09:00:00;574,5;0,0;25,45;519,15;29,9;0,0;0,0
2030-05-23 10:00:00;568,34;0,0;25,45;519,15;23,74;0,0;0,0
2030-05-23 11:00:00;561,49;0,0;25,45;519,15;16,89;0,0;0,0
2030-05-23 12:00:00;555,5;0,0;25,45;519,15;10,9;0,0;0,0
2030-05-23 13:00:00;551,46;0,0;25,45;519,15;6,86;0,0;0,0
2030-05-23 14:00:00;549,87;0,0;25,45;519,15;5,27;0,0;0,0
2030-05-23 15:00:00;548,95;0,0;25,45;519,15;4,35;0,0;0,0
2030-05-23 16:00:00;547,98;0,0;25,45;519,15;3,39;0,0;0,0
2030-05-23 17:00:00;549,54;0,0;25,45;519,15;4,94;0,0;0,0
2030-05-23 18:00:00;553,64;0,0;25,45;519,15;9,04;0,0;0,0
2030-05-23 19:00:00;557,78;0,0;25,45;519,15;13,18;0,0;0,0
2030-05-23 20:00:00;562,43;0,0;25,45;519,15;17,83;0,0;0,0
2030-05-23 21:00:00;567,24;0,0;25,45;519,15;22,65;0,0;0,0
2030-05-23 22:00:00;571,98;0,0;25,45;519,15;27,38;0,0;0,0
2030-05-23 23:00:00;577,11;0,0;25,45;519,15;32,51;0,0;0,0
2030-05-24 00:00:00;580,73;0,0;25,45;519,15;36,13;0,0;0,0
2030-05-24 01:00:00;584,26;0,0;25,45;519,15;39,66;0,0;0,0
2030-05-24 02:00:00;586,88;0,0;25,45;519,15;42,29;0,0;0,0
2030-05-24 03:00:00;589,08;0,0;25,45;519,15;44,48;0,0;0,0
2030-05-24 04:00:00;590,01;0,0;25,45;519,15;45,41;0,0;0,0
2030-05-24 05:00:00;585,42;0,0;25,45;519,15;40,83;0,0;0,0
2030-05-24 06:00:00;579,12;0,0;25,45;519,15;34,53;0,0;0,0
2030-05-24 07:00:00;571,99;0,0;25,45;519,15;27,39;0,0;0,0
2030-05-24 08:00:00;565,01;0,0;25,45;519,15;20,41;0,0;0,0
2030-05-24 09:00:00;557,6;0,0;25,45;519,15;13,0;0,0;0,0
2030-05-24 10:00:00;549,52;0,0;25,45;519,15;4,92;0,0;0,0
2030-05-24 11:00:00;545,83;0,0;25,45;519,15;1,23;0,0;0,0
2030-05-24 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-24 23:00:00;545,25;0,0;25,45;519,15;0,66;0,0;0,0
2030-05-25 00:00:00;547,73;0,0;25,45;519,15;3,13;0,0;0,0
2030-05-25 01:00:00;552,88;0,0;25,45;519,15;8,28;0,0;0,0
2030-05-25 02:00:00;559,38;0,0;25,45;519,15;14,79;0,0;0,0
2030-05-25 03:00:00;564,9;0,0;25,45;519,15;20,31;0,0;0,0
2030-05-25 04:00:00;568,48;0,0;25,45;519,15;23,88;0,0;0,0
2030-05-25 05:00:00;566,78;0,0;25,45;519,15;22,19;0,0;0,0
2030-05-25 06:00:00;563,34;0,0;25,45;519,15;18,75;0,0;0,0
2030-05-25 07:00:00;558,94;0,0;25,45;519,15;14,34;0,0;0,0
2030-05-25 08:00:00;553,88;0,0;25,45;519,15;9,28;0,0;0,0
2030-05-25 09:00:00;548,74;0,0;25,45;519,15;4,14;0,0;0,0
2030-05-25 10:00:00;546,29;0,0;25,45;519,15;1,69;0,0;0,0
2030-05-25 11:00:00;544,81;0,0;25,45;519,15;0,21;0,0;0,0
2030-05-25 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-25 23:00:00;546,08;0,0;25,45;519,15;1,48;0,0;0,0
2030-05-26 00:00:00;549,22;0,0;25,45;519,15;4,62;0,0;0,0
2030-05-26 01:00:00;556,46;0,0;25,45;519,15;11,86;0,0;0,0
2030-05-26 02:00:00;563,41;0,0;25,45;519,15;18,82;0,0;0,0
2030-05-26 03:00:00;569,34;0,0;25,45;519,15;24,74;0,0;0,0
2030-05-26 04:00:00;573,2;0,0;25,45;519,15;28,6;0,0;0,0
2030-05-26 05:00:00;572,88;0,0;25,45;519,15;28,28;0,0;0,0
2030-05-26 06:00:00;570,26;0,0;25,45;519,15;25,67;0,0;0,0
2030-05-26 07:00:00;567,25;0,0;25,45;519,15;22,65;0,0;0,0
2030-05-26 08:00:00;565,76;0,0;25,45;519,15;21,16;0,0;0,0
2030-05-26 09:00:00;562,83;0,0;25,45;519,15;18,23;0,0;0,0
2030-05-26 10:00:00;558,73;0,0;25,45;519,15;14,13;0,0;0,0
2030-05-26 11:00:00;553,09;0,0;25,45;519,15;8,49;0,0;0,0
2030-05-26 12:00:00;548,3;0,0;25,45;519,15;3,7;0,0;0,0
2030-05-26 13:00:00;546,29;0,0;25,45;519,15;1,69;0,0;0,0
2030-05-26 14:00:00;545,22;0,0;25,45;519,15;0,62;0,0;0,0
2030-05-26 15:00:00;544,61;0,0;25,45;519,15;0,01;0,0;0,0
2030-05-26 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-26 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-26 18:00:00;544,79;0,0;25,45;519,15;0,19;0,0;0,0
2030-05-26 19:00:00;545,6;0,0;25,45;519,15;1,01;0,0;0,0
2030-05-26 20:00:00;547,25;0,0;25,45;519,15;2,65;0,0;0,0
2030-05-26 21:00:00;549,46;0,0;25,45;519,15;4,87;0,0;0,0
2030-05-26 22:00:00;553,75;0,0;25,45;519,15;9,15;0,0;0,0
2030-05-26 23:00:00;558,24;0,0;25,45;519,15;13,64;0,0;0,0
2030-05-27 00:00:00;560,84;0,0;25,45;519,15;16,24;0,0;0,0
2030-05-27 01:00:00;563,11;0,0;25,45;519,15;18,52;0,0;0,0
2030-05-27 02:00:00;564,85;0,0;25,45;519,15;20,25;0,0;0,0
2030-05-27 03:00:00;566,34;0,0;25,45;519,15;21,74;0,0;0,0
2030-05-27 04:00:00;567,09;0,0;25,45;519,15;22,49;0,0;0,0
2030-05-27 05:00:00;565,96;0,0;25,45;519,15;21,36;0,0;0,0
2030-05-27 06:00:00;562,93;0,0;25,45;519,15;18,34;0,0;0,0
2030-05-27 07:00:00;560,48;0,0;25,45;519,15;15,88;0,0;0,0
2030-05-27 08:00:00;558,05;0,0;25,45;519,15;13,45;0,0;0,0
2030-05-27 09:00:00;552,07;0,0;25,45;519,15;7,48;0,0;0,0
2030-05-27 10:00:00;549,04;0,0;25,45;519,15;4,44;0,0;0,0
2030-05-27 11:00:00;546,27;0,0;25,45;519,15;1,67;0,0;0,0
2030-05-27 12:00:00;544,9;0,0;25,45;519,15;0,3;0,0;0,0
2030-05-27 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-27 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-27 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-27 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-27 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-27 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-27 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-27 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-27 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-27 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-27 23:00:00;544,62;0,0;25,45;519,15;0,02;0,0;0,0
2030-05-28 00:00:00;546,11;0,0;25,45;519,15;1,51;0,0;0,0
2030-05-28 01:00:00;549,68;0,0;25,45;519,15;5,08;0,0;0,0
2030-05-28 02:00:00;555,04;0,0;25,45;519,15;10,44;0,0;0,0
2030-05-28 03:00:00;559,72;0,0;25,45;519,15;15,12;0,0;0,0
2030-05-28 04:00:00;562,6;0,0;25,45;519,15;18,01;0,0;0,0
2030-05-28 05:00:00;563,84;0,0;25,45;519,15;19,24;0,0;0,0
2030-05-28 06:00:00;562,55;0,0;25,45;519,15;17,95;0,0;0,0
2030-05-28 07:00:00;561,09;0,0;25,45;519,15;16,49;0,0;0,0
2030-05-28 08:00:00;558,5;0,0;25,45;519,15;13,9;0,0;0,0
2030-05-28 09:00:00;555,68;0,0;25,45;519,15;11,08;0,0;0,0
2030-05-28 10:00:00;553,87;0,0;25,45;519,15;9,27;0,0;0,0
2030-05-28 11:00:00;551,05;0,0;25,45;519,15;6,45;0,0;0,0
2030-05-28 12:00:00;550,38;0,0;25,45;519,15;5,78;0,0;0,0
2030-05-28 13:00:00;550,29;0,0;25,45;519,15;5,69;0,0;0,0
2030-05-28 14:00:00;551,29;0,0;25,45;519,15;6,69;0,0;0,0
2030-05-28 15:00:00;550,73;0,0;25,45;519,15;6,13;0,0;0,0
2030-05-28 16:00:00;548,52;0,0;25,45;519,15;3,92;0,0;0,0
2030-05-28 17:00:00;548,84;0,0;25,45;519,15;4,24;0,0;0,0
2030-05-28 18:00:00;549,09;0,0;25,45;519,15;4,49;0,0;0,0
2030-05-28 19:00:00;551,01;0,0;25,45;519,15;6,41;0,0;0,0
2030-05-28 20:00:00;554,2;0,0;25,45;519,15;9,6;0,0;0,0
2030-05-28 21:00:00;557,63;0,0;25,45;519,15;13,03;0,0;0,0
2030-05-28 22:00:00;561,53;0,0;25,45;519,15;16,94;0,0;0,0
2030-05-28 23:00:00;565,63;0,0;25,45;519,15;21,04;0,0;0,0
2030-05-29 00:00:00;567,7;0,0;25,45;519,15;23,11;0,0;0,0
2030-05-29 01:00:00;569,91;0,0;25,45;519,15;25,31;0,0;0,0
2030-05-29 02:00:00;571,48;0,0;25,45;519,15;26,88;0,0;0,0
2030-05-29 03:00:00;572,92;0,0;25,45;519,15;28,33;0,0;0,0
2030-05-29 04:00:00;573,44;0,0;25,45;519,15;28,84;0,0;0,0
2030-05-29 05:00:00;570,21;0,0;25,45;519,15;25,61;0,0;0,0
2030-05-29 06:00:00;565,14;0,0;25,45;519,15;20,54;0,0;0,0
2030-05-29 07:00:00;560,45;0,0;25,45;519,15;15,86;0,0;0,0
2030-05-29 08:00:00;553,48;0,0;25,45;519,15;8,88;0,0;0,0
2030-05-29 09:00:00;548,16;0,0;25,45;519,15;3,56;0,0;0,0
2030-05-29 10:00:00;545,81;0,0;25,45;519,15;1,22;0,0;0,0
2030-05-29 11:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-29 22:00:00;544,76;0,0;25,45;519,15;0,16;0,0;0,0
2030-05-29 23:00:00;545,4;0,0;25,45;519,15;0,8;0,0;0,0
2030-05-30 00:00:00;545,83;0,0;25,45;519,15;1,23;0,0;0,0
2030-05-30 01:00:00;546,1;0,0;25,45;519,15;1,5;0,0;0,0
2030-05-30 02:00:00;546,32;0,0;25,45;519,15;1,72;0,0;0,0
2030-05-30 03:00:00;546,61;0,0;25,45;519,15;2,02;0,0;0,0
2030-05-30 04:00:00;546,87;0,0;25,45;519,15;2,27;0,0;0,0
2030-05-30 05:00:00;545,7;0,0;25,45;519,15;1,1;0,0;0,0
2030-05-30 06:00:00;545,01;0,0;25,45;519,15;0,41;0,0;0,0
2030-05-30 07:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 08:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 09:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 10:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 11:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-30 23:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 00:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 01:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 02:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 03:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 04:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 05:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 06:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 07:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 08:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 09:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 10:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 11:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-05-31 23:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 00:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 01:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 02:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 03:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 04:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 05:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 06:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 07:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 08:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 09:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 10:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 11:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-01 23:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 00:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 01:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 02:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 03:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 04:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 05:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 06:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 07:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 08:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 09:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 10:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 11:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-02 23:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 00:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 01:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 02:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 03:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 04:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 05:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 06:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 07:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 08:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 09:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 10:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 11:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-03 23:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 00:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 01:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 02:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 03:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 04:00:00;544,69;0,0;25,45;519,15;0,09;0,0;0,0
2030-06-04 05:00:00;544,76;0,0;25,45;519,15;0,16;0,0;0,0
2030-06-04 06:00:00;544,82;0,0;25,45;519,15;0,23;0,0;0,0
2030-06-04 07:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 08:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 09:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 10:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 11:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-04 23:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 00:00:00;544,92;0,0;25,45;519,15;0,32;0,0;0,0
2030-06-05 01:00:00;546,39;0,0;25,45;519,15;1,79;0,0;0,0
2030-06-05 02:00:00;547,66;0,0;25,45;519,15;3,06;0,0;0,0
2030-06-05 03:00:00;548,68;0,0;25,45;519,15;4,08;0,0;0,0
2030-06-05 04:00:00;549,32;0,0;25,45;519,15;4,72;0,0;0,0
2030-06-05 05:00:00;549,08;0,0;25,45;519,15;4,49;0,0;0,0
2030-06-05 06:00:00;548,65;0,0;25,45;519,15;4,05;0,0;0,0
2030-06-05 07:00:00;548,07;0,0;25,45;519,15;3,48;0,0;0,0
2030-06-05 08:00:00;547,37;0,0;25,45;519,15;2,77;0,0;0,0
2030-06-05 09:00:00;546,65;0,0;25,45;519,15;2,05;0,0;0,0
2030-06-05 10:00:00;545,58;0,0;25,45;519,15;0,98;0,0;0,0
2030-06-05 11:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-05 23:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-06 00:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-06 01:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-06 02:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-06 03:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-06 04:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-06 05:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-06 06:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-06-06 07:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
