,demand,capex,pv_flh,wind_flh,co2,import_electricity_price,import_price,RES
263,1.2,1.0666666666666667,0.9333333333333333,0.8,1.3,1.1,1.0666666666666667,30871.547094588444
264,1.2,0.8,1.2,0.8,1.3,0.9,1.2,28749.722743742008
265,1.2,0.8,0.9333333333333333,0.8,1.3,0.9,1.2,33711.01928092575
266,1.2,0.8,0.9333333333333333,0.8,1.3,0.9,0.9333333333333333,32434.853543823556
267,1.2,0.8,0.9333333333333333,1.0666666666666667,1.3,0.9,0.9333333333333333,28104.0
268,1.0,0.8,0.9333333333333333,1.0666666666666667,1.3,0.9,0.9333333333333333,21814.21890359882
269,1.0,0.8,0.9333333333333333,1.0666666666666667,1.3,1.3,0.9333333333333333,21792.760178372242
270,1.0,0.8,0.9333333333333333,1.0666666666666667,0.9666666666666668,1.3,0.9333333333333333,21792.760178372242
271,1.0,1.0666666666666667,0.9333333333333333,1.0666666666666667,0.9666666666666668,1.3,0.9333333333333333,18644.594972431245
272,1.0,1.2,1.0666666666666667,0.9333333333333333,0.9666666666666668,0.7,0.8,20052.34803283205
273,1.0,0.9333333333333333,1.0666666666666667,0.9333333333333333,0.9666666666666668,0.7,0.8,20883.560550010727
